n,k,"Wn,k1","Wn,k2","Wn,k3","Wn,k4","Wn,k5","Wn,k6","Wn,k7","Wn,k8","Wn,k9","Wn,k10","Wn,k11","Wn,k12","Wn,k13","Wn,k14","Wn,k15","Wn,k16","Wn,k17","Wn,k18","Wn,k19","Wn,k20","Wn,k21","Wn,k22","Wn,k23","Wn,k24","Wn,k25","Wn,k26","Wn,k27","Wn,k28","Wn,k29","Wn,k30","Wn,k31","Wn,k32","Wn,k33","Wn,k34","Wn,k35","Wn,k36","Wn,k37","Wn,k38","Wn,k39","Wn,k40","Wn,k41","Wn,k42","Wn,k43","Wn,k44","Wn,k45","Wn,k46","Wn,k47","Wn,k48","Wn,k49","Wn,k50","Wn,k51","Wn,k52","Wn,k53","Wn,k54","Wn,k55","Wn,k56","Wn,k57","Wn,k58","Wn,k59","Wn,k60","Wn,k61","Wn,k62","Wn,k63","Wn,k64","Wn,k65","Wn,k66","Wn,k67","Wn,k68","Wn,k69","Wn,k70","Wn,k71","Wn,k72","Wn,k73","Wn,k74","Wn,k75","Wn,k76","Wn,k77","Wn,k78","Wn,k79","Wn,k80","Wn,k81","Wn,k82","Wn,k83","Wn,k84","Wn,k85","Wn,k86","Wn,k87","Wn,k88","Wn,k89","Wn,k90","Wn,k91","Wn,k92","Wn,k93","Wn,k94","Wn,k95","Wn,k96","Wn,k97","Wn,k98","Wn,k99","Wn,k100"
15,7,0,0,0,0,0,0,6435,-45045,140140,-252252,286650,-210210,97020,-25740,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,0,0,0,0,0,0,0,6435,-40040,108108,-163800,150150,-83160,25740,-3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9,0,0,0,0,0,0,0,0,5005,-27027,61425,-75075,51975,-19305,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,10,0,0,0,0,0,0,0,0,0,3003,-13650,25025,-23100,10725,-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,0,0,0,0,0,0,0,0,0,0,1365,-5005,6930,-4290,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12,0,0,0,0,0,0,0,0,0,0,0,455,-1260,1170,-364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,13,0,0,0,0,0,0,0,0,0,0,0,0,105,-195,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,16,-120,560,-1820,4368,-8008,11440,-12870,11440,-8008,4368,-1820,560,-120,16,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,0,120,-1120,5460,-17472,40040,-68640,90090,-91520,72072,-43680,20020,-6720,1560,-224,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,0,0,560,-5460,26208,-80080,171600,-270270,320320,-288288,196560,-100100,36960,-9360,1456,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4,0,0,0,1820,-17472,80080,-228800,450450,-640640,672672,-524160,300300,-123200,34320,-5824,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5,0,0,0,0,4368,-40040,171600,-450450,800800,-1009008,917280,-600600,277200,-85800,16016,-1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6,0,0,0,0,0,8008,-68640,270270,-640640,1009008,-1100736,840840,-443520,154440,-32032,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7,0,0,0,0,0,0,11440,-90090,320320,-672672,917280,-840840,517440,-205920,48048,-5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,0,0,0,0,0,0,0,12870,-91520,288288,-524160,600600,-443520,205920,-54912,6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9,0,0,0,0,0,0,0,0,11440,-72072,196560,-300300,277200,-154440,48048,-6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10,0,0,0,0,0,0,0,0,0,8008,-43680,100100,-123200,85800,-32032,5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,0,0,0,0,0,0,0,0,0,0,4368,-20020,36960,-34320,16016,-3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,0,0,0,0,0,0,0,0,0,0,0,1820,-6720,9360,-5824,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,13,0,0,0,0,0,0,0,0,0,0,0,0,560,-1560,1456,-455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,120,-224,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,17,-136,680,-2380,6188,-12376,19448,-24310,24310,-19448,12376,-6188,2380,-680,136,-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,0,136,-1360,7140,-24752,61880,-116688,170170,-194480,175032,-123760,68068,-28560,8840,-1904,255,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3,0,0,680,-7140,37128,-123760,291720,-510510,680680,-700128,556920,-340340,157080,-53040,12376,-1785,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,0,0,0,2380,-24752,123760,-388960,850850,-1361360,1633632,-1485120,1021020,-523600,194480,-49504,7735,-560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,0,0,0,0,6188,-61880,291720,-850850,1701700,-2450448,2598960,-2042040,1178100,-486200,136136,-23205,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,6,0,0,0,0,0,12376,-116688,510510,-1361360,2450448,-3118752,2858856,-1884960,875160,-272272,51051,-4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7,0,0,0,0,0,0,19448,-170170,680680,-1633632,2598960,-2858856,2199120,-1166880,408408,-85085,8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8,0,0,0,0,0,0,0,24310,-194480,700128,-1485120,2042040,-1884960,1166880,-466752,109395,-11440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9,0,0,0,0,0,0,0,0,24310,-175032,556920,-1021020,1178100,-875160,408408,-109395,12870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,10,0,0,0,0,0,0,0,0,0,19448,-123760,340340,-523600,486200,-272272,85085,-11440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,0,0,0,0,0,0,0,0,0,0,12376,-68068,157080,-194480,136136,-51051,8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12,0,0,0,0,0,0,0,0,0,0,0,6188,-28560,53040,-49504,23205,-4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,13,0,0,0,0,0,0,0,0,0,0,0,0,2380,-8840,12376,-7735,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,680,-1904,1785,-560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,-255,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,18,-153,816,-3060,8568,-18564,31824,-43758,48620,-43758,31824,-18564,8568,-3060,816,-153,18,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,0,153,-1632,9180,-34272,92820,-190944,306306,-388960,393822,-318240,204204,-102816,39780,-11424,2295,-288,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3,0,0,816,-9180,51408,-185640,477360,-918918,1361360,-1575288,1432080,-1021020,565488,-238680,74256,-16065,2160,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4,0,0,0,3060,-34272,185640,-636480,1531530,-2722720,3675672,-3818880,3063060,-1884960,875160,-297024,69615,-10080,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5,0,0,0,0,8568,-92820,477360,-1531530,3403400,-5513508,6683040,-6126120,4241160,-2187900,816816,-208845,32760,-2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6,0,0,0,0,0,18564,-190944,918918,-2722720,5513508,-8019648,8576568,-6785856,3938220,-1633632,459459,-78624,6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7,0,0,0,0,0,0,31824,-306306,1361360,-3675672,6683040,-8576568,7916832,-5250960,2450448,-765765,144144,-12376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8,0,0,0,0,0,0,0,43758,-388960,1575288,-3818880,6126120,-6785856,5250960,-2800512,984555,-205920,19448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9,0,0,0,0,0,0,0,0,48620,-393822,1432080,-3063060,4241160,-3938220,2450448,-984555,231660,-24310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,10,0,0,0,0,0,0,0,0,0,43758,-318240,1021020,-1884960,2187900,-1633632,765765,-205920,24310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,0,0,0,0,0,0,0,0,0,0,31824,-204204,565488,-875160,816816,-459459,144144,-19448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12,0,0,0,0,0,0,0,0,0,0,0,18564,-102816,238680,-297024,208845,-78624,12376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,13,0,0,0,0,0,0,0,0,0,0,0,0,8568,-39780,74256,-69615,32760,-6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,-11424,16065,-10080,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,-2295,2160,-680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,-288,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,19,-171,969,-3876,11628,-27132,50388,-75582,92378,-92378,75582,-50388,27132,-11628,3876,-969,171,-19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,0,171,-1938,11628,-46512,135660,-302328,529074,-739024,831402,-755820,554268,-325584,151164,-54264,14535,-2736,323,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,0,0,969,-11628,69768,-271320,755820,-1587222,2586584,-3325608,3401190,-2771340,1790712,-906984,352716,-101745,20520,-2584,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,0,0,0,3876,-46512,271320,-1007760,2645370,-5173168,7759752,-9069840,8314020,-5969040,3325608,-1410864,440895,-95760,12920,-816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,0,0,0,0,11628,-135660,755820,-2645370,6466460,-11639628,15872220,-16628040,13430340,-8314020,3879876,-1322685,311220,-45220,3060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,0,0,0,0,0,27132,-302328,1587222,-5173168,11639628,-19046664,23279256,-21488544,14965236,-7759752,2909907,-746928,117572,-8568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,0,0,0,0,0,0,50388,-529074,2586584,-7759752,15872220,-23279256,25069968,-19953648,11639628,-4849845,1369368,-235144,18564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,0,0,0,0,0,0,0,75582,-739024,3325608,-9069840,16628040,-21488544,19953648,-13302432,6235515,-1956240,369512,-31824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,0,0,0,0,0,0,0,0,92378,-831402,3401190,-8314020,13430340,-14965236,11639628,-6235515,2200770,-461890,43758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,0,0,0,0,0,0,0,0,0,92378,-755820,2771340,-5969040,8314020,-7759752,4849845,-1956240,461890,-48620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,0,0,0,0,0,0,0,0,0,0,75582,-554268,1790712,-3325608,3879876,-2909907,1369368,-369512,43758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,0,0,0,0,0,0,0,0,0,0,0,50388,-325584,906984,-1410864,1322685,-746928,235144,-31824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,13,0,0,0,0,0,0,0,0,0,0,0,0,27132,-151164,352716,-440895,311220,-117572,18564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11628,-54264,101745,-95760,45220,-8568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3876,-14535,20520,-12920,3060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,-2736,2584,-816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,-323,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,20,-190,1140,-4845,15504,-38760,77520,-125970,167960,-184756,167960,-125970,77520,-38760,15504,-4845,1140,-190,20,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2,0,190,-2280,14535,-62016,193800,-465120,881790,-1343680,1662804,-1679600,1385670,-930240,503880,-217056,72675,-18240,3230,-360,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3,0,0,1140,-14535,93024,-387600,1162800,-2645370,4702880,-6651216,7558200,-6928350,5116320,-3023280,1410864,-508725,136800,-25840,3060,-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,0,0,0,4845,-62016,387600,-1550400,4408950,-9405760,15519504,-20155200,20785050,-17054400,11085360,-5643456,2204475,-638400,129200,-16320,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5,0,0,0,0,15504,-193800,1162800,-4408950,11757200,-23279256,35271600,-41570100,38372400,-27713400,15519504,-6613425,2074800,-452200,61200,-3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6,0,0,0,0,0,38760,-465120,2645370,-9405760,23279256,-42325920,58198140,-61395840,49884120,-31039008,14549535,-4979520,1175720,-171360,11628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,0,0,0,0,0,0,77520,-881790,4702880,-15519504,35271600,-58198140,71628480,-66512160,46558512,-24249225,9129120,-2351440,371280,-27132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8,0,0,0,0,0,0,0,125970,-1343680,6651216,-20155200,41570100,-61395840,66512160,-53209728,31177575,-13041600,3695120,-636480,50388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9,0,0,0,0,0,0,0,0,167960,-1662804,7558200,-20785050,38372400,-49884120,46558512,-31177575,14671800,-4618900,875160,-75582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,10,0,0,0,0,0,0,0,0,0,184756,-1679600,6928350,-17054400,27713400,-31039008,24249225,-13041600,4618900,-972400,92378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,0,0,0,0,0,0,0,0,0,0,167960,-1385670,5116320,-11085360,15519504,-14549535,9129120,-3695120,875160,-92378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12,0,0,0,0,0,0,0,0,0,0,0,125970,-930240,3023280,-5643456,6613425,-4979520,2351440,-636480,75582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,13,0,0,0,0,0,0,0,0,0,0,0,0,77520,-503880,1410864,-2204475,2074800,-1175720,371280,-50388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,38760,-217056,508725,-638400,452200,-171360,27132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15504,-72675,136800,-129200,61200,-11628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4845,-18240,25840,-16320,3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,-3230,3060,-969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,-360,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
